"forecast_date","location","target","target_end_date","type","quantile","value"
2021-08-23,"02","0 day ahead inc hosp",2021-08-23,"quantile","0.01",18.0929877293318
2021-08-23,"02","1 day ahead inc hosp",2021-08-24,"quantile","0.01",0
2021-08-23,"02","2 day ahead inc hosp",2021-08-25,"quantile","0.01",0
2021-08-23,"02","3 day ahead inc hosp",2021-08-26,"quantile","0.01",4.85125890345593
2021-08-23,"02","4 day ahead inc hosp",2021-08-27,"quantile","0.01",33.668839610196
2021-08-23,"02","5 day ahead inc hosp",2021-08-28,"quantile","0.01",65.6966580767805
2021-08-23,"02","6 day ahead inc hosp",2021-08-29,"quantile","0.01",99.6576176360689
2021-08-23,"02","7 day ahead inc hosp",2021-08-30,"quantile","0.01",134.716554372845
2021-08-23,"02","8 day ahead inc hosp",2021-08-31,"quantile","0.01",170.261847922505
2021-08-23,"02","9 day ahead inc hosp",2021-09-01,"quantile","0.01",205.80345807054
2021-08-23,"02","10 day ahead inc hosp",2021-09-02,"quantile","0.01",240.917602808494
2021-08-23,"02","11 day ahead inc hosp",2021-09-03,"quantile","0.01",275.213008567965
2021-08-23,"02","12 day ahead inc hosp",2021-09-04,"quantile","0.01",308.308616150765
2021-08-23,"02","13 day ahead inc hosp",2021-09-05,"quantile","0.01",339.818837029139
2021-08-23,"02","14 day ahead inc hosp",2021-09-06,"quantile","0.01",369.345720368482
2021-08-23,"02","15 day ahead inc hosp",2021-09-07,"quantile","0.01",396.479423461817
2021-08-23,"02","16 day ahead inc hosp",2021-09-08,"quantile","0.01",420.809287657319
2021-08-23,"02","17 day ahead inc hosp",2021-09-09,"quantile","0.01",441.946841149183
2021-08-23,"02","18 day ahead inc hosp",2021-09-10,"quantile","0.01",459.558400957053
2021-08-23,"02","19 day ahead inc hosp",2021-09-11,"quantile","0.01",473.399446091319
2021-08-23,"02","20 day ahead inc hosp",2021-09-12,"quantile","0.01",483.339113037668
2021-08-23,"02","21 day ahead inc hosp",2021-09-13,"quantile","0.01",489.365245021432
2021-08-23,"02","22 day ahead inc hosp",2021-09-14,"quantile","0.01",491.56854382409
2021-08-23,"02","23 day ahead inc hosp",2021-09-15,"quantile","0.01",490.113073156355
2021-08-23,"02","24 day ahead inc hosp",2021-09-16,"quantile","0.01",485.203815582833
2021-08-23,"02","25 day ahead inc hosp",2021-09-17,"quantile","0.01",477.059499100886
2021-08-23,"02","26 day ahead inc hosp",2021-09-18,"quantile","0.01",465.894054650412
2021-08-23,"02","27 day ahead inc hosp",2021-09-19,"quantile","0.01",451.906257837911
2021-08-23,"02","28 day ahead inc hosp",2021-09-20,"quantile","0.01",435.275413279587
2021-08-23,"01","0 day ahead inc hosp",2021-08-23,"quantile","0.01",373.992664846779
2021-08-23,"01","1 day ahead inc hosp",2021-08-24,"quantile","0.01",246.252329118144
2021-08-23,"01","2 day ahead inc hosp",2021-08-25,"quantile","0.01",182.460787959604
2021-08-23,"01","3 day ahead inc hosp",2021-08-26,"quantile","0.01",132.511349048049
2021-08-23,"01","4 day ahead inc hosp",2021-08-27,"quantile","0.01",90.8878453887635
2021-08-23,"01","5 day ahead inc hosp",2021-08-28,"quantile","0.01",55.2936573745528
2021-08-23,"01","6 day ahead inc hosp",2021-08-29,"quantile","0.01",24.4515126674777
2021-08-23,"01","7 day ahead inc hosp",2021-08-30,"quantile","0.01",0
2021-08-23,"01","8 day ahead inc hosp",2021-08-31,"quantile","0.01",0
2021-08-23,"01","9 day ahead inc hosp",2021-09-01,"quantile","0.01",0
2021-08-23,"01","10 day ahead inc hosp",2021-09-02,"quantile","0.01",0
2021-08-23,"01","11 day ahead inc hosp",2021-09-03,"quantile","0.01",0
2021-08-23,"01","12 day ahead inc hosp",2021-09-04,"quantile","0.01",0
2021-08-23,"01","13 day ahead inc hosp",2021-09-05,"quantile","0.01",0
2021-08-23,"01","14 day ahead inc hosp",2021-09-06,"quantile","0.01",0
2021-08-23,"01","15 day ahead inc hosp",2021-09-07,"quantile","0.01",0
2021-08-23,"01","16 day ahead inc hosp",2021-09-08,"quantile","0.01",0
2021-08-23,"01","17 day ahead inc hosp",2021-09-09,"quantile","0.01",0
2021-08-23,"01","18 day ahead inc hosp",2021-09-10,"quantile","0.01",0
2021-08-23,"01","19 day ahead inc hosp",2021-09-11,"quantile","0.01",0
2021-08-23,"01","20 day ahead inc hosp",2021-09-12,"quantile","0.01",0
2021-08-23,"01","21 day ahead inc hosp",2021-09-13,"quantile","0.01",0
2021-08-23,"01","22 day ahead inc hosp",2021-09-14,"quantile","0.01",0
2021-08-23,"01","23 day ahead inc hosp",2021-09-15,"quantile","0.01",0
2021-08-23,"01","24 day ahead inc hosp",2021-09-16,"quantile","0.01",0
2021-08-23,"01","25 day ahead inc hosp",2021-09-17,"quantile","0.01",0
2021-08-23,"01","26 day ahead inc hosp",2021-09-18,"quantile","0.01",0
2021-08-23,"01","27 day ahead inc hosp",2021-09-19,"quantile","0.01",0
2021-08-23,"01","28 day ahead inc hosp",2021-09-20,"quantile","0.01",0
2021-08-23,"05","0 day ahead inc hosp",2021-08-23,"quantile","0.01",187.011210016006
2021-08-23,"05","1 day ahead inc hosp",2021-08-24,"quantile","0.01",93.6143050581898
2021-08-23,"05","2 day ahead inc hosp",2021-08-25,"quantile","0.01",62.93885505607
2021-08-23,"05","3 day ahead inc hosp",2021-08-26,"quantile","0.01",44.8782537166399
2021-08-23,"05","4 day ahead inc hosp",2021-08-27,"quantile","0.01",33.9164168871156
2021-08-23,"05","5 day ahead inc hosp",2021-08-28,"quantile","0.01",27.7568046142538
2021-08-23,"05","6 day ahead inc hosp",2021-08-29,"quantile","0.01",25.1222210262695
2021-08-23,"05","7 day ahead inc hosp",2021-08-30,"quantile","0.01",25.1774071387736
2021-08-23,"05","8 day ahead inc hosp",2021-08-31,"quantile","0.01",27.3106516532024
2021-08-23,"05","9 day ahead inc hosp",2021-09-01,"quantile","0.01",31.0318275560678
2021-08-23,"05","10 day ahead inc hosp",2021-09-02,"quantile","0.01",35.9170701746752
2021-08-23,"05","11 day ahead inc hosp",2021-09-03,"quantile","0.01",41.5750274109335
2021-08-23,"05","12 day ahead inc hosp",2021-09-04,"quantile","0.01",47.624565671294
2021-08-23,"05","13 day ahead inc hosp",2021-09-05,"quantile","0.01",53.6800261667942
2021-08-23,"05","14 day ahead inc hosp",2021-09-06,"quantile","0.01",59.3433919355438
2021-08-23,"05","15 day ahead inc hosp",2021-09-07,"quantile","0.01",64.2047582771112
2021-08-23,"05","16 day ahead inc hosp",2021-09-08,"quantile","0.01",67.8534086798163
2021-08-23,"05","17 day ahead inc hosp",2021-09-09,"quantile","0.01",69.9008176114686
2021-08-23,"05","18 day ahead inc hosp",2021-09-10,"quantile","0.01",70.0132524986821
2021-08-23,"05","19 day ahead inc hosp",2021-09-11,"quantile","0.01",67.9461468920107
2021-08-23,"05","20 day ahead inc hosp",2021-09-12,"quantile","0.01",63.56859595038
2021-08-23,"05","21 day ahead inc hosp",2021-09-13,"quantile","0.01",56.8684057053751
2021-08-23,"05","22 day ahead inc hosp",2021-09-14,"quantile","0.01",47.9362448775799
2021-08-23,"05","23 day ahead inc hosp",2021-09-15,"quantile","0.01",36.9361482496191
2021-08-23,"05","24 day ahead inc hosp",2021-09-16,"quantile","0.01",24.0730735907453
2021-08-23,"05","25 day ahead inc hosp",2021-09-17,"quantile","0.01",9.56572823561987
2021-08-23,"05","26 day ahead inc hosp",2021-09-18,"quantile","0.01",0
2021-08-23,"05","27 day ahead inc hosp",2021-09-19,"quantile","0.01",0
2021-08-23,"05","28 day ahead inc hosp",2021-09-20,"quantile","0.01",0
2021-08-23,"04","0 day ahead inc hosp",2021-08-23,"quantile","0.01",211.035996299283
2021-08-23,"04","1 day ahead inc hosp",2021-08-24,"quantile","0.01",117.25177078323
2021-08-23,"04","2 day ahead inc hosp",2021-08-25,"quantile","0.01",86.2028419926113
2021-08-23,"04","3 day ahead inc hosp",2021-08-26,"quantile","0.01",67.7826026643053
2021-08-23,"04","4 day ahead inc hosp",2021-08-27,"quantile","0.01",56.4749677112424
2021-08-23,"04","5 day ahead inc hosp",2021-08-28,"quantile","0.01",49.9833962818476
2021-08-23,"04","6 day ahead inc hosp",2021-08-29,"quantile","0.01",47.0306916419697
2021-08-23,"04","7 day ahead inc hosp",2021-08-30,"quantile","0.01",46.7815939807922
2021-08-23,"04","8 day ahead inc hosp",2021-08-31,"quantile","0.01",48.6243912092697
2021-08-23,"04","9 day ahead inc hosp",2021-09-01,"quantile","0.01",52.0689555593815
2021-08-23,"04","10 day ahead inc hosp",2021-09-02,"quantile","0.01",56.6914216398455
2021-08-23,"04","11 day ahead inc hosp",2021-09-03,"quantile","0.01",62.1004366699162
2021-08-23,"04","12 day ahead inc hosp",2021-09-04,"quantile","0.01",67.9148664093393
2021-08-23,"04","13 day ahead inc hosp",2021-09-05,"quantile","0.01",73.7490514583698
2021-08-23,"04","14 day ahead inc hosp",2021-09-06,"quantile","0.01",79.2049742802935
2021-08-23,"04","15 day ahead inc hosp",2021-09-07,"quantile","0.01",83.8727296357598
2021-08-23,"04","16 day ahead inc hosp",2021-09-08,"quantile","0.01",87.3416005101281
2021-08-23,"04","17 day ahead inc hosp",2021-09-09,"quantile","0.01",89.2230609041752
2021-08-23,"04","18 day ahead inc hosp",2021-09-10,"quantile","0.01",89.1833778134043
2021-08-23,"04","19 day ahead inc hosp",2021-09-11,"quantile","0.01",86.977984393186
2021-08-23,"04","20 day ahead inc hosp",2021-09-12,"quantile","0.01",82.4759754432025
2021-08-23,"04","21 day ahead inc hosp",2021-09-13,"quantile","0.01",75.6651566717113
2021-08-23,"04","22 day ahead inc hosp",2021-09-14,"quantile","0.01",66.6361965119135
2021-08-23,"04","23 day ahead inc hosp",2021-09-15,"quantile","0.01",55.553129494965
2021-08-23,"04","24 day ahead inc hosp",2021-09-16,"quantile","0.01",42.6209131745662
2021-08-23,"04","25 day ahead inc hosp",2021-09-17,"quantile","0.01",28.0582547057581
2021-08-23,"04","26 day ahead inc hosp",2021-09-18,"quantile","0.01",12.0790683546562
2021-08-23,"04","27 day ahead inc hosp",2021-09-19,"quantile","0.01",0
2021-08-23,"04","28 day ahead inc hosp",2021-09-20,"quantile","0.01",0
2021-08-23,"06","0 day ahead inc hosp",2021-08-23,"quantile","0.01",967.885433868222
2021-08-23,"06","1 day ahead inc hosp",2021-08-24,"quantile","0.01",707.421389689356
2021-08-23,"06","2 day ahead inc hosp",2021-08-25,"quantile","0.01",515.649319824061
2021-08-23,"06","3 day ahead inc hosp",2021-08-26,"quantile","0.01",342.462199476982
2021-08-23,"06","4 day ahead inc hosp",2021-08-27,"quantile","0.01",182.343541502275
2021-08-23,"06","5 day ahead inc hosp",2021-08-28,"quantile","0.01",32.9964184619111
2021-08-23,"06","6 day ahead inc hosp",2021-08-29,"quantile","0.01",0
2021-08-23,"06","7 day ahead inc hosp",2021-08-30,"quantile","0.01",0
2021-08-23,"06","8 day ahead inc hosp",2021-08-31,"quantile","0.01",0
2021-08-23,"06","9 day ahead inc hosp",2021-09-01,"quantile","0.01",0
2021-08-23,"06","10 day ahead inc hosp",2021-09-02,"quantile","0.01",0
2021-08-23,"06","11 day ahead inc hosp",2021-09-03,"quantile","0.01",0
2021-08-23,"06","12 day ahead inc hosp",2021-09-04,"quantile","0.01",0
2021-08-23,"06","13 day ahead inc hosp",2021-09-05,"quantile","0.01",0
2021-08-23,"06","14 day ahead inc hosp",2021-09-06,"quantile","0.01",0
2021-08-23,"06","15 day ahead inc hosp",2021-09-07,"quantile","0.01",0
2021-08-23,"06","16 day ahead inc hosp",2021-09-08,"quantile","0.01",0
2021-08-23,"06","17 day ahead inc hosp",2021-09-09,"quantile","0.01",0
2021-08-23,"06","18 day ahead inc hosp",2021-09-10,"quantile","0.01",0
2021-08-23,"06","19 day ahead inc hosp",2021-09-11,"quantile","0.01",0
2021-08-23,"06","20 day ahead inc hosp",2021-09-12,"quantile","0.01",0
2021-08-23,"06","21 day ahead inc hosp",2021-09-13,"quantile","0.01",0
2021-08-23,"06","22 day ahead inc hosp",2021-09-14,"quantile","0.01",0
2021-08-23,"06","23 day ahead inc hosp",2021-09-15,"quantile","0.01",0
2021-08-23,"06","24 day ahead inc hosp",2021-09-16,"quantile","0.01",0
2021-08-23,"06","25 day ahead inc hosp",2021-09-17,"quantile","0.01",0
2021-08-23,"06","26 day ahead inc hosp",2021-09-18,"quantile","0.01",0
2021-08-23,"06","27 day ahead inc hosp",2021-09-19,"quantile","0.01",0
2021-08-23,"06","28 day ahead inc hosp",2021-09-20,"quantile","0.01",0
2021-08-23,"08","0 day ahead inc hosp",2021-08-23,"quantile","0.01",129.06218780655
2021-08-23,"08","1 day ahead inc hosp",2021-08-24,"quantile","0.01",55.8803113840405
2021-08-23,"08","2 day ahead inc hosp",2021-08-25,"quantile","0.01",44.6974604810045
2021-08-23,"08","3 day ahead inc hosp",2021-08-26,"quantile","0.01",45.4070794430366
2021-08-23,"08","4 day ahead inc hosp",2021-08-27,"quantile","0.01",52.4931328792814
2021-08-23,"08","5 day ahead inc hosp",2021-08-28,"quantile","0.01",63.6591277219326
2021-08-23,"08","6 day ahead inc hosp",2021-08-29,"quantile","0.01",77.6279131082706
2021-08-23,"08","7 day ahead inc hosp",2021-08-30,"quantile","0.01",93.5642731867178
2021-08-23,"08","8 day ahead inc hosp",2021-08-31,"quantile","0.01",110.856537915371
2021-08-23,"08","9 day ahead inc hosp",2021-09-01,"quantile","0.01",129.014619661377
2021-08-23,"08","10 day ahead inc hosp",2021-09-02,"quantile","0.01",147.614691256738
2021-08-23,"08","11 day ahead inc hosp",2021-09-03,"quantile","0.01",166.26543623222
2021-08-23,"08","12 day ahead inc hosp",2021-09-04,"quantile","0.01",184.585754747384
2021-08-23,"08","13 day ahead inc hosp",2021-09-05,"quantile","0.01",202.190019890738
2021-08-23,"08","14 day ahead inc hosp",2021-09-06,"quantile","0.01",218.680244702273
2021-08-23,"08","15 day ahead inc hosp",2021-09-07,"quantile","0.01",233.64655260795
2021-08-23,"08","16 day ahead inc hosp",2021-09-08,"quantile","0.01",246.678253347052
2021-08-23,"08","17 day ahead inc hosp",2021-09-09,"quantile","0.01",257.386845763009
2021-08-23,"08","18 day ahead inc hosp",2021-09-10,"quantile","0.01",265.438619782754
2021-08-23,"08","19 day ahead inc hosp",2021-09-11,"quantile","0.01",270.589029581932
2021-08-23,"08","20 day ahead inc hosp",2021-09-12,"quantile","0.01",272.707189069389
2021-08-23,"08","21 day ahead inc hosp",2021-09-13,"quantile","0.01",271.780921151487
2021-08-23,"08","22 day ahead inc hosp",2021-09-14,"quantile","0.01",267.900909548502
2021-08-23,"08","23 day ahead inc hosp",2021-09-15,"quantile","0.01",261.231202167715
2021-08-23,"08","24 day ahead inc hosp",2021-09-16,"quantile","0.01",251.976768028013
2021-08-23,"08","25 day ahead inc hosp",2021-09-17,"quantile","0.01",240.356323838707
2021-08-23,"08","26 day ahead inc hosp",2021-09-18,"quantile","0.01",226.583791509293
2021-08-23,"08","27 day ahead inc hosp",2021-09-19,"quantile","0.01",210.857939873473
2021-08-23,"08","28 day ahead inc hosp",2021-09-20,"quantile","0.01",193.358069032289
2021-08-23,"09","0 day ahead inc hosp",2021-08-23,"quantile","0.01",58.0779168380685
2021-08-23,"09","1 day ahead inc hosp",2021-08-24,"quantile","0.01",2.27583597792378
2021-08-23,"09","2 day ahead inc hosp",2021-08-25,"quantile","0.01",7.85167461767362
2021-08-23,"09","3 day ahead inc hosp",2021-08-26,"quantile","0.01",24.6989206392288
2021-08-23,"09","4 day ahead inc hosp",2021-08-27,"quantile","0.01",47.3015805746286
2021-08-23,"09","5 day ahead inc hosp",2021-08-28,"quantile","0.01",73.3632016656429
2021-08-23,"09","6 day ahead inc hosp",2021-08-29,"quantile","0.01",101.606671745929
2021-08-23,"09","7 day ahead inc hosp",2021-08-30,"quantile","0.01",131.196812047182
2021-08-23,"09","8 day ahead inc hosp",2021-08-31,"quantile","0.01",161.521987997763
2021-08-23,"09","9 day ahead inc hosp",2021-09-01,"quantile","0.01",192.092145822169
2021-08-23,"09","10 day ahead inc hosp",2021-09-02,"quantile","0.01",222.483490596926
2021-08-23,"09","11 day ahead inc hosp",2021-09-03,"quantile","0.01",252.304736484576
2021-08-23,"09","12 day ahead inc hosp",2021-09-04,"quantile","0.01",281.174812663807
2021-08-23,"09","13 day ahead inc hosp",2021-09-05,"quantile","0.01",308.708119629637
2021-08-23,"09","14 day ahead inc hosp",2021-09-06,"quantile","0.01",334.506696216082
2021-08-23,"09","15 day ahead inc hosp",2021-09-07,"quantile","0.01",358.160690030647
2021-08-23,"09","16 day ahead inc hosp",2021-09-08,"quantile","0.01",379.259433381807
2021-08-23,"09","17 day ahead inc hosp",2021-09-09,"quantile","0.01",397.414446069818
2021-08-23,"09","18 day ahead inc hosp",2021-09-10,"quantile","0.01",412.292037366197
2021-08-23,"09","19 day ahead inc hosp",2021-09-11,"quantile","0.01",423.647679178928
2021-08-23,"09","20 day ahead inc hosp",2021-09-12,"quantile","0.01",431.350501537019
2021-08-23,"09","21 day ahead inc hosp",2021-09-13,"quantile","0.01",435.388341854874
2021-08-23,"09","22 day ahead inc hosp",2021-09-14,"quantile","0.01",435.851896748694
2021-08-23,"09","23 day ahead inc hosp",2021-09-15,"quantile","0.01",432.905225409634
2021-08-23,"09","24 day ahead inc hosp",2021-09-16,"quantile","0.01",426.75330652841
2021-08-23,"09","25 day ahead inc hosp",2021-09-17,"quantile","0.01",417.614864874155
2021-08-23,"09","26 day ahead inc hosp",2021-09-18,"quantile","0.01",405.703828804196
2021-08-23,"09","27 day ahead inc hosp",2021-09-19,"quantile","0.01",391.2189719881
2021-08-23,"09","28 day ahead inc hosp",2021-09-20,"quantile","0.01",374.3395977508
2021-08-23,"11","0 day ahead inc hosp",2021-08-23,"quantile","0.01",20.0987507506604
2021-08-23,"11","1 day ahead inc hosp",2021-08-24,"quantile","0.01",0
2021-08-23,"11","2 day ahead inc hosp",2021-08-25,"quantile","0.01",0
2021-08-23,"11","3 day ahead inc hosp",2021-08-26,"quantile","0.01",7.8004540009761
2021-08-23,"11","4 day ahead inc hosp",2021-08-27,"quantile","0.01",36.9092040852751
2021-08-23,"11","5 day ahead inc hosp",2021-08-28,"quantile","0.01",69.2165392247491
2021-08-23,"11","6 day ahead inc hosp",2021-08-29,"quantile","0.01",103.445363478383
2021-08-23,"11","7 day ahead inc hosp",2021-08-30,"quantile","0.01",138.760513626842
2021-08-23,"11","8 day ahead inc hosp",2021-08-31,"quantile","0.01",174.550369971108
2021-08-23,"11","9 day ahead inc hosp",2021-09-01,"quantile","0.01",210.32489293202
2021-08-23,"11","10 day ahead inc hosp",2021-09-02,"quantile","0.01",245.660301106181
2021-08-23,"11","11 day ahead inc hosp",2021-09-03,"quantile","0.01",280.165321499996
2021-08-23,"11","12 day ahead inc hosp",2021-09-04,"quantile","0.01",313.458895459826
2021-08-23,"11","13 day ahead inc hosp",2021-09-05,"quantile","0.01",345.155434972202
2021-08-23,"11","14 day ahead inc hosp",2021-09-06,"quantile","0.01",374.856989686532
2021-08-23,"11","15 day ahead inc hosp",2021-09-07,"quantile","0.01",402.153717349616
2021-08-23,"11","16 day ahead inc hosp",2021-09-08,"quantile","0.01",426.634959733148
2021-08-23,"11","17 day ahead inc hosp",2021-09-09,"quantile","0.01",447.91224542455
2021-08-23,"11","18 day ahead inc hosp",2021-09-10,"quantile","0.01",465.651891806497
2021-08-23,"11","19 day ahead inc hosp",2021-09-11,"quantile","0.01",479.60937822212
2021-08-23,"11","20 day ahead inc hosp",2021-09-12,"quantile","0.01",489.653841459588
2021-08-23,"11","21 day ahead inc hosp",2021-09-13,"quantile","0.01",495.773125016496
2021-08-23,"11","22 day ahead inc hosp",2021-09-14,"quantile","0.01",498.057930916296
2021-08-23,"11","23 day ahead inc hosp",2021-09-15,"quantile","0.01",496.672323081448
2021-08-23,"11","24 day ahead inc hosp",2021-09-16,"quantile","0.01",491.82128425806
2021-08-23,"11","25 day ahead inc hosp",2021-09-17,"quantile","0.01",483.723542594726
2021-08-23,"11","26 day ahead inc hosp",2021-09-18,"quantile","0.01",472.593029152347
2021-08-23,"11","27 day ahead inc hosp",2021-09-19,"quantile","0.01",458.628519628159
2021-08-23,"11","28 day ahead inc hosp",2021-09-20,"quantile","0.01",442.009318698873
2021-08-23,"10","0 day ahead inc hosp",2021-08-23,"quantile","0.01",23.0937888614583
2021-08-23,"10","1 day ahead inc hosp",2021-08-24,"quantile","0.01",0
2021-08-23,"10","2 day ahead inc hosp",2021-08-25,"quantile","0.01",0
2021-08-23,"10","3 day ahead inc hosp",2021-08-26,"quantile","0.01",9.90433149737233
2021-08-23,"10","4 day ahead inc hosp",2021-08-27,"quantile","0.01",38.7380446309936
2021-08-23,"10","5 day ahead inc hosp",2021-08-28,"quantile","0.01",70.781349898854
2021-08-23,"10","6 day ahead inc hosp",2021-08-29,"quantile","0.01",104.757150674042
2021-08-23,"10","7 day ahead inc hosp",2021-08-30,"quantile","0.01",139.830283079898
2021-08-23,"10","8 day ahead inc hosp",2021-08-31,"quantile","0.01",175.389126788697
2021-08-23,"10","9 day ahead inc hosp",2021-09-01,"quantile","0.01",210.943641621128
2021-08-23,"10","10 day ahead inc hosp",2021-09-02,"quantile","0.01",246.07004560226
2021-08-23,"10","11 day ahead inc hosp",2021-09-03,"quantile","0.01",280.377065195543
2021-08-23,"10","12 day ahead inc hosp",2021-09-04,"quantile","0.01",313.483641232954
2021-08-23,"10","13 day ahead inc hosp",2021-09-05,"quantile","0.01",345.00418521524
2021-08-23,"10","14 day ahead inc hosp",2021-09-06,"quantile","0.01",374.540746334604
2021-08-23,"10","15 day ahead inc hosp",2021-09-07,"quantile","0.01",401.683481909212
2021-08-23,"10","16 day ahead inc hosp",2021-09-08,"quantile","0.01",426.021733310713
2021-08-23,"10","17 day ahead inc hosp",2021-09-09,"quantile","0.01",447.167028755079
2021-08-23,"10","18 day ahead inc hosp",2021-09-10,"quantile","0.01",464.785685282077
2021-08-23,"10","19 day ahead inc hosp",2021-09-11,"quantile","0.01",478.63318192053
2021-08-23,"10","20 day ahead inc hosp",2021-09-12,"quantile","0.01",488.578655172878
2021-08-23,"10","21 day ahead inc hosp",2021-09-13,"quantile","0.01",494.609948279542
2021-08-23,"10","22 day ahead inc hosp",2021-09-14,"quantile","0.01",496.817763035411
2021-08-23,"10","23 day ahead inc hosp",2021-09-15,"quantile","0.01",495.366163162925
2021-08-23,"10","24 day ahead inc hosp",2021-09-16,"quantile","0.01",490.46013123674
2021-08-23,"10","25 day ahead inc hosp",2021-09-17,"quantile","0.01",482.318395262615
2021-08-23,"10","26 day ahead inc hosp",2021-09-18,"quantile","0.01",471.154886187144
2021-08-23,"10","27 day ahead inc hosp",2021-09-19,"quantile","0.01",457.168379621849
2021-08-23,"10","28 day ahead inc hosp",2021-09-20,"quantile","0.01",440.53818018629
2021-08-23,"12","0 day ahead inc hosp",2021-08-23,"quantile","0.01",2084.5550558879
2021-08-23,"12","1 day ahead inc hosp",2021-08-24,"quantile","0.01",1540.7113020074
2021-08-23,"12","2 day ahead inc hosp",2021-08-25,"quantile","0.01",1075.68673267646
2021-08-23,"12","3 day ahead inc hosp",2021-08-26,"quantile","0.01",639.373613234874
2021-08-23,"12","4 day ahead inc hosp",2021-08-27,"quantile","0.01",226.254772978947
2021-08-23,"12","5 day ahead inc hosp",2021-08-28,"quantile","0.01",0
2021-08-23,"12","6 day ahead inc hosp",2021-08-29,"quantile","0.01",0
2021-08-23,"12","7 day ahead inc hosp",2021-08-30,"quantile","0.01",0
2021-08-23,"12","8 day ahead inc hosp",2021-08-31,"quantile","0.01",0
2021-08-23,"12","9 day ahead inc hosp",2021-09-01,"quantile","0.01",0
2021-08-23,"12","10 day ahead inc hosp",2021-09-02,"quantile","0.01",0
2021-08-23,"12","11 day ahead inc hosp",2021-09-03,"quantile","0.01",0
2021-08-23,"12","12 day ahead inc hosp",2021-09-04,"quantile","0.01",0
2021-08-23,"12","13 day ahead inc hosp",2021-09-05,"quantile","0.01",0
2021-08-23,"12","14 day ahead inc hosp",2021-09-06,"quantile","0.01",0
2021-08-23,"12","15 day ahead inc hosp",2021-09-07,"quantile","0.01",0
2021-08-23,"12","16 day ahead inc hosp",2021-09-08,"quantile","0.01",0
2021-08-23,"12","17 day ahead inc hosp",2021-09-09,"quantile","0.01",0
2021-08-23,"12","18 day ahead inc hosp",2021-09-10,"quantile","0.01",0
2021-08-23,"12","19 day ahead inc hosp",2021-09-11,"quantile","0.01",0
2021-08-23,"12","20 day ahead inc hosp",2021-09-12,"quantile","0.01",0
2021-08-23,"12","21 day ahead inc hosp",2021-09-13,"quantile","0.01",0
2021-08-23,"12","22 day ahead inc hosp",2021-09-14,"quantile","0.01",0
2021-08-23,"12","23 day ahead inc hosp",2021-09-15,"quantile","0.01",0
2021-08-23,"12","24 day ahead inc hosp",2021-09-16,"quantile","0.01",0
2021-08-23,"12","25 day ahead inc hosp",2021-09-17,"quantile","0.01",0
2021-08-23,"12","26 day ahead inc hosp",2021-09-18,"quantile","0.01",0
2021-08-23,"12","27 day ahead inc hosp",2021-09-19,"quantile","0.01",0
2021-08-23,"12","28 day ahead inc hosp",2021-09-20,"quantile","0.01",0
2021-08-23,"13","0 day ahead inc hosp",2021-08-23,"quantile","0.01",837.853186975858
2021-08-23,"13","1 day ahead inc hosp",2021-08-24,"quantile","0.01",631.348073002094
2021-08-23,"13","2 day ahead inc hosp",2021-08-25,"quantile","0.01",491.606589809856
2021-08-23,"13","3 day ahead inc hosp",2021-08-26,"quantile","0.01",368.52184777073
2021-08-23,"13","4 day ahead inc hosp",2021-08-27,"quantile","0.01",256.577489896565
2021-08-23,"13","5 day ahead inc hosp",2021-08-28,"quantile","0.01",153.476713898213
2021-08-23,"13","6 day ahead inc hosp",2021-08-29,"quantile","0.01",57.9420720667662
2021-08-23,"13","7 day ahead inc hosp",2021-08-30,"quantile","0.01",0
2021-08-23,"13","8 day ahead inc hosp",2021-08-31,"quantile","0.01",0
2021-08-23,"13","9 day ahead inc hosp",2021-09-01,"quantile","0.01",0
2021-08-23,"13","10 day ahead inc hosp",2021-09-02,"quantile","0.01",0
2021-08-23,"13","11 day ahead inc hosp",2021-09-03,"quantile","0.01",0
2021-08-23,"13","12 day ahead inc hosp",2021-09-04,"quantile","0.01",0
2021-08-23,"13","13 day ahead inc hosp",2021-09-05,"quantile","0.01",0
2021-08-23,"13","14 day ahead inc hosp",2021-09-06,"quantile","0.01",0
2021-08-23,"13","15 day ahead inc hosp",2021-09-07,"quantile","0.01",0
2021-08-23,"13","16 day ahead inc hosp",2021-09-08,"quantile","0.01",0
2021-08-23,"13","17 day ahead inc hosp",2021-09-09,"quantile","0.01",0
2021-08-23,"13","18 day ahead inc hosp",2021-09-10,"quantile","0.01",0
2021-08-23,"13","19 day ahead inc hosp",2021-09-11,"quantile","0.01",0
2021-08-23,"13","20 day ahead inc hosp",2021-09-12,"quantile","0.01",0
2021-08-23,"13","21 day ahead inc hosp",2021-09-13,"quantile","0.01",0
2021-08-23,"13","22 day ahead inc hosp",2021-09-14,"quantile","0.01",0
2021-08-23,"13","23 day ahead inc hosp",2021-09-15,"quantile","0.01",0
2021-08-23,"13","24 day ahead inc hosp",2021-09-16,"quantile","0.01",0
2021-08-23,"13","25 day ahead inc hosp",2021-09-17,"quantile","0.01",0
2021-08-23,"13","26 day ahead inc hosp",2021-09-18,"quantile","0.01",0
2021-08-23,"13","27 day ahead inc hosp",2021-09-19,"quantile","0.01",0
2021-08-23,"13","28 day ahead inc hosp",2021-09-20,"quantile","0.01",0
2021-08-23,"15","0 day ahead inc hosp",2021-08-23,"quantile","0.01",60.0929941544569
