location,target_end_date,quantile,value,forecast_date,target,type
20,2023-05-29,0.2,3.169791282,2023-05-08,28 day ahead inc hosp,quantile
20,2023-05-29,0.25,3.801579715,2023-05-08,28 day ahead inc hosp,quantile
20,2023-05-29,0.3,4.345874041,2023-05-08,28 day ahead inc hosp,quantile
20,2023-05-29,0.35,5.097376505,2023-05-08,28 day ahead inc hosp,quantile
20,2023-05-29,0.4,5.834118535,2023-05-08,28 day ahead inc hosp,quantile
20,2023-05-29,0.45,6.591443746,2023-05-08,28 day ahead inc hosp,quantile
20,2023-05-29,0.5,7.497397659,2023-05-08,28 day ahead inc hosp,quantile
20,2023-05-29,0.55,8.219538866,2023-05-08,28 day ahead inc hosp,quantile
20,2023-05-29,0.6,8.921737042,2023-05-08,28 day ahead inc hosp,quantile
20,2023-05-29,0.65,9.946387907,2023-05-08,28 day ahead inc hosp,quantile
20,2023-05-29,0.7,11.05580255,2023-05-08,28 day ahead inc hosp,quantile
20,2023-05-29,0.75,12.14873081,2023-05-08,28 day ahead inc hosp,quantile
20,2023-05-29,0.8,13.26623612,2023-05-08,28 day ahead inc hosp,quantile
20,2023-05-29,0.85,14.95518431,2023-05-08,28 day ahead inc hosp,quantile
20,2023-05-29,0.9,18.08122227,2023-05-08,28 day ahead inc hosp,quantile
20,2023-05-29,0.95,24.83033946,2023-05-08,28 day ahead inc hosp,quantile
20,2023-05-29,0.975,35.08279181,2023-05-08,28 day ahead inc hosp,quantile
20,2023-05-29,0.99,52.099157,2023-05-08,28 day ahead inc hosp,quantile
21,2023-05-02,0.01,9.603651258,2023-05-08,1 day ahead inc hosp,quantile
21,2023-05-02,0.025,11.16364203,2023-05-08,1 day ahead inc hosp,quantile
21,2023-05-02,0.05,12.26087217,2023-05-08,1 day ahead inc hosp,quantile
21,2023-05-02,0.1,13.79216651,2023-05-08,1 day ahead inc hosp,quantile
21,2023-05-02,0.15,14.75630339,2023-05-08,1 day ahead inc hosp,quantile
21,2023-05-02,0.2,15.60626849,2023-05-08,1 day ahead inc hosp,quantile
21,2023-05-02,0.25,16.63341995,2023-05-08,1 day ahead inc hosp,quantile
21,2023-05-02,0.3,17.63258815,2023-05-08,1 day ahead inc hosp,quantile
21,2023-05-02,0.35,18.4069231,2023-05-08,1 day ahead inc hosp,quantile
21,2023-05-02,0.4,19.16943924,2023-05-08,1 day ahead inc hosp,quantile
21,2023-05-02,0.45,20.13211001,2023-05-08,1 day ahead inc hosp,quantile
21,2023-05-02,0.5,20.93064993,2023-05-08,1 day ahead inc hosp,quantile
21,2023-05-02,0.55,21.71364002,2023-05-08,1 day ahead inc hosp,quantile
21,2023-05-02,0.6,22.28823371,2023-05-08,1 day ahead inc hosp,quantile
21,2023-05-02,0.65,23.05749745,2023-05-08,1 day ahead inc hosp,quantile
21,2023-05-02,0.7,23.89440167,2023-05-08,1 day ahead inc hosp,quantile
21,2023-05-02,0.75,24.99272339,2023-05-08,1 day ahead inc hosp,quantile
21,2023-05-02,0.8,26.13117878,2023-05-08,1 day ahead inc hosp,quantile
21,2023-05-02,0.85,27.58647138,2023-05-08,1 day ahead inc hosp,quantile
21,2023-05-02,0.9,29.68998206,2023-05-08,1 day ahead inc hosp,quantile
21,2023-05-02,0.95,33.73290689,2023-05-08,1 day ahead inc hosp,quantile
21,2023-05-02,0.975,37.102116,2023-05-08,1 day ahead inc hosp,quantile
21,2023-05-02,0.99,43.55844203,2023-05-08,1 day ahead inc hosp,quantile
21,2023-05-03,0.01,8.977516709,2023-05-08,2 day ahead inc hosp,quantile
21,2023-05-03,0.025,10.40586287,2023-05-08,2 day ahead inc hosp,quantile
21,2023-05-03,0.05,11.84481994,2023-05-08,2 day ahead inc hosp,quantile
21,2023-05-03,0.1,13.45087905,2023-05-08,2 day ahead inc hosp,quantile
21,2023-05-03,0.15,14.76428031,2023-05-08,2 day ahead inc hosp,quantile
21,2023-05-03,0.2,15.82129124,2023-05-08,2 day ahead inc hosp,quantile
21,2023-05-03,0.25,16.71653668,2023-05-08,2 day ahead inc hosp,quantile
21,2023-05-03,0.3,17.51749155,2023-05-08,2 day ahead inc hosp,quantile
21,2023-05-03,0.35,18.4063266,2023-05-08,2 day ahead inc hosp,quantile
21,2023-05-03,0.4,19.18318493,2023-05-08,2 day ahead inc hosp,quantile
21,2023-05-03,0.45,20.02877146,2023-05-08,2 day ahead inc hosp,quantile
21,2023-05-03,0.5,20.80815816,2023-05-08,2 day ahead inc hosp,quantile
21,2023-05-03,0.55,21.51127409,2023-05-08,2 day ahead inc hosp,quantile
21,2023-05-03,0.6,22.28243984,2023-05-08,2 day ahead inc hosp,quantile
21,2023-05-03,0.65,23.05248443,2023-05-08,2 day ahead inc hosp,quantile
21,2023-05-03,0.7,23.92978643,2023-05-08,2 day ahead inc hosp,quantile
21,2023-05-03,0.75,25.13974428,2023-05-08,2 day ahead inc hosp,quantile
21,2023-05-03,0.8,26.34453484,2023-05-08,2 day ahead inc hosp,quantile
21,2023-05-03,0.85,28.02089748,2023-05-08,2 day ahead inc hosp,quantile
21,2023-05-03,0.9,30.09428407,2023-05-08,2 day ahead inc hosp,quantile
21,2023-05-03,0.95,34.1141475,2023-05-08,2 day ahead inc hosp,quantile
21,2023-05-03,0.975,38.43339463,2023-05-08,2 day ahead inc hosp,quantile
21,2023-05-03,0.99,47.45277748,2023-05-08,2 day ahead inc hosp,quantile
21,2023-05-04,0.01,8.507206575,2023-05-08,3 day ahead inc hosp,quantile
21,2023-05-04,0.025,10.04939553,2023-05-08,3 day ahead inc hosp,quantile
21,2023-05-04,0.05,11.50422151,2023-05-08,3 day ahead inc hosp,quantile
21,2023-05-04,0.1,13.10408136,2023-05-08,3 day ahead inc hosp,quantile
21,2023-05-04,0.15,14.43094082,2023-05-08,3 day ahead inc hosp,quantile
21,2023-05-04,0.2,15.5659829,2023-05-08,3 day ahead inc hosp,quantile
21,2023-05-04,0.25,16.62239437,2023-05-08,3 day ahead inc hosp,quantile
21,2023-05-04,0.3,17.56941879,2023-05-08,3 day ahead inc hosp,quantile
21,2023-05-04,0.35,18.39670076,2023-05-08,3 day ahead inc hosp,quantile
21,2023-05-04,0.4,19.05179265,2023-05-08,3 day ahead inc hosp,quantile
21,2023-05-04,0.45,19.87375978,2023-05-08,3 day ahead inc hosp,quantile
21,2023-05-04,0.5,20.66529057,2023-05-08,3 day ahead inc hosp,quantile
21,2023-05-04,0.55,21.28579954,2023-05-08,3 day ahead inc hosp,quantile
21,2023-05-04,0.6,22.03528382,2023-05-08,3 day ahead inc hosp,quantile
21,2023-05-04,0.65,22.79813055,2023-05-08,3 day ahead inc hosp,quantile
21,2023-05-04,0.7,23.72606653,2023-05-08,3 day ahead inc hosp,quantile
21,2023-05-04,0.75,24.98369066,2023-05-08,3 day ahead inc hosp,quantile
21,2023-05-04,0.8,26.18582428,2023-05-08,3 day ahead inc hosp,quantile
21,2023-05-04,0.85,28.21717005,2023-05-08,3 day ahead inc hosp,quantile
21,2023-05-04,0.9,30.41140925,2023-05-08,3 day ahead inc hosp,quantile
21,2023-05-04,0.95,34.7444159,2023-05-08,3 day ahead inc hosp,quantile
21,2023-05-04,0.975,39.38328464,2023-05-08,3 day ahead inc hosp,quantile
21,2023-05-04,0.99,49.47390578,2023-05-08,3 day ahead inc hosp,quantile
21,2023-05-05,0.01,8.048509925,2023-05-08,4 day ahead inc hosp,quantile
21,2023-05-05,0.025,9.336408216,2023-05-08,4 day ahead inc hosp,quantile
21,2023-05-05,0.05,10.60664042,2023-05-08,4 day ahead inc hosp,quantile
21,2023-05-05,0.1,12.79185147,2023-05-08,4 day ahead inc hosp,quantile
21,2023-05-05,0.15,14.17596253,2023-05-08,4 day ahead inc hosp,quantile
21,2023-05-05,0.2,15.28531637,2023-05-08,4 day ahead inc hosp,quantile
21,2023-05-05,0.25,16.40975788,2023-05-08,4 day ahead inc hosp,quantile
21,2023-05-05,0.3,17.13553684,2023-05-08,4 day ahead inc hosp,quantile
21,2023-05-05,0.35,18.23483775,2023-05-08,4 day ahead inc hosp,quantile
21,2023-05-05,0.4,19.01283195,2023-05-08,4 day ahead inc hosp,quantile
21,2023-05-05,0.45,19.76090528,2023-05-08,4 day ahead inc hosp,quantile
21,2023-05-05,0.5,20.66016578,2023-05-08,4 day ahead inc hosp,quantile
21,2023-05-05,0.55,21.31733606,2023-05-08,4 day ahead inc hosp,quantile
21,2023-05-05,0.6,22.0434523,2023-05-08,4 day ahead inc hosp,quantile
21,2023-05-05,0.65,22.79547843,2023-05-08,4 day ahead inc hosp,quantile
21,2023-05-05,0.7,23.95859633,2023-05-08,4 day ahead inc hosp,quantile
21,2023-05-05,0.75,25.16505998,2023-05-08,4 day ahead inc hosp,quantile
21,2023-05-05,0.8,26.50071791,2023-05-08,4 day ahead inc hosp,quantile
21,2023-05-05,0.85,28.35914991,2023-05-08,4 day ahead inc hosp,quantile
21,2023-05-05,0.9,30.4214003,2023-05-08,4 day ahead inc hosp,quantile
21,2023-05-05,0.95,35.57862635,2023-05-08,4 day ahead inc hosp,quantile
21,2023-05-05,0.975,40.97208551,2023-05-08,4 day ahead inc hosp,quantile
21,2023-05-05,0.99,52.52316831,2023-05-08,4 day ahead inc hosp,quantile
21,2023-05-06,0.01,7.767362594,2023-05-08,5 day ahead inc hosp,quantile
21,2023-05-06,0.025,8.813487641,2023-05-08,5 day ahead inc hosp,quantile
21,2023-05-06,0.05,10.24393547,2023-05-08,5 day ahead inc hosp,quantile
21,2023-05-06,0.1,12.53864865,2023-05-08,5 day ahead inc hosp,quantile
21,2023-05-06,0.15,13.86468761,2023-05-08,5 day ahead inc hosp,quantile
21,2023-05-06,0.2,15.01559734,2023-05-08,5 day ahead inc hosp,quantile
21,2023-05-06,0.25,15.99204111,2023-05-08,5 day ahead inc hosp,quantile
21,2023-05-06,0.3,17.08132463,2023-05-08,5 day ahead inc hosp,quantile
21,2023-05-06,0.35,18.04155677,2023-05-08,5 day ahead inc hosp,quantile
21,2023-05-06,0.4,19.01884738,2023-05-08,5 day ahead inc hosp,quantile
21,2023-05-06,0.45,19.68361883,2023-05-08,5 day ahead inc hosp,quantile
21,2023-05-06,0.5,20.57901143,2023-05-08,5 day ahead inc hosp,quantile
21,2023-05-06,0.55,21.31357781,2023-05-08,5 day ahead inc hosp,quantile
21,2023-05-06,0.6,22.42047819,2023-05-08,5 day ahead inc hosp,quantile
21,2023-05-06,0.65,23.29303775,2023-05-08,5 day ahead inc hosp,quantile
21,2023-05-06,0.7,24.45903275,2023-05-08,5 day ahead inc hosp,quantile
21,2023-05-06,0.75,25.66954906,2023-05-08,5 day ahead inc hosp,quantile
21,2023-05-06,0.8,27.4062409,2023-05-08,5 day ahead inc hosp,quantile
21,2023-05-06,0.85,29.01632745,2023-05-08,5 day ahead inc hosp,quantile
21,2023-05-06,0.9,31.29266768,2023-05-08,5 day ahead inc hosp,quantile
21,2023-05-06,0.95,36.66050729,2023-05-08,5 day ahead inc hosp,quantile
21,2023-05-06,0.975,45.01625104,2023-05-08,5 day ahead inc hosp,quantile
21,2023-05-06,0.99,57.96740113,2023-05-08,5 day ahead inc hosp,quantile
21,2023-05-07,0.01,7.376634001,2023-05-08,6 day ahead inc hosp,quantile
21,2023-05-07,0.025,8.304185536,2023-05-08,6 day ahead inc hosp,quantile
21,2023-05-07,0.05,10.03177503,2023-05-08,6 day ahead inc hosp,quantile
21,2023-05-07,0.1,12.00885437,2023-05-08,6 day ahead inc hosp,quantile
21,2023-05-07,0.15,13.36925131,2023-05-08,6 day ahead inc hosp,quantile
21,2023-05-07,0.2,14.57395435,2023-05-08,6 day ahead inc hosp,quantile
21,2023-05-07,0.25,15.92086124,2023-05-08,6 day ahead inc hosp,quantile
21,2023-05-07,0.3,17.09402692,2023-05-08,6 day ahead inc hosp,quantile
21,2023-05-07,0.35,18.02341664,2023-05-08,6 day ahead inc hosp,quantile
21,2023-05-07,0.4,18.92751895,2023-05-08,6 day ahead inc hosp,quantile
21,2023-05-07,0.45,19.73814192,2023-05-08,6 day ahead inc hosp,quantile
21,2023-05-07,0.5,20.54392848,2023-05-08,6 day ahead inc hosp,quantile
21,2023-05-07,0.55,21.53508893,2023-05-08,6 day ahead inc hosp,quantile
21,2023-05-07,0.6,22.55689888,2023-05-08,6 day ahead inc hosp,quantile
21,2023-05-07,0.65,23.72036033,2023-05-08,6 day ahead inc hosp,quantile
21,2023-05-07,0.7,24.74165982,2023-05-08,6 day ahead inc hosp,quantile
21,2023-05-07,0.75,26.34918633,2023-05-08,6 day ahead inc hosp,quantile
21,2023-05-07,0.8,27.56328775,2023-05-08,6 day ahead inc hosp,quantile
21,2023-05-07,0.85,29.42738283,2023-05-08,6 day ahead inc hosp,quantile
21,2023-05-07,0.9,31.94052713,2023-05-08,6 day ahead inc hosp,quantile
21,2023-05-07,0.95,37.31712549,2023-05-08,6 day ahead inc hosp,quantile
21,2023-05-07,0.975,45.23212921,2023-05-08,6 day ahead inc hosp,quantile
21,2023-05-07,0.99,58.0251733,2023-05-08,6 day ahead inc hosp,quantile
21,2023-05-08,0.01,6.12030747,2023-05-08,7 day ahead inc hosp,quantile
21,2023-05-08,0.025,7.929337538,2023-05-08,7 day ahead inc hosp,quantile
21,2023-05-08,0.05,9.445511235,2023-05-08,7 day ahead inc hosp,quantile
21,2023-05-08,0.1,11.45933463,2023-05-08,7 day ahead inc hosp,quantile
21,2023-05-08,0.15,12.84107315,2023-05-08,7 day ahead inc hosp,quantile
21,2023-05-08,0.2,14.20173661,2023-05-08,7 day ahead inc hosp,quantile
21,2023-05-08,0.25,15.82824234,2023-05-08,7 day ahead inc hosp,quantile
21,2023-05-08,0.3,16.9008183,2023-05-08,7 day ahead inc hosp,quantile
21,2023-05-08,0.35,17.87435496,2023-05-08,7 day ahead inc hosp,quantile
21,2023-05-08,0.4,18.88025694,2023-05-08,7 day ahead inc hosp,quantile
21,2023-05-08,0.45,19.8791126,2023-05-08,7 day ahead inc hosp,quantile
21,2023-05-08,0.5,20.51845728,2023-05-08,7 day ahead inc hosp,quantile
21,2023-05-08,0.55,21.71640968,2023-05-08,7 day ahead inc hosp,quantile
21,2023-05-08,0.6,22.77973872,2023-05-08,7 day ahead inc hosp,quantile
21,2023-05-08,0.65,24.02689654,2023-05-08,7 day ahead inc hosp,quantile
21,2023-05-08,0.7,25.26665381,2023-05-08,7 day ahead inc hosp,quantile
21,2023-05-08,0.75,26.15398776,2023-05-08,7 day ahead inc hosp,quantile
21,2023-05-08,0.8,28.0959137,2023-05-08,7 day ahead inc hosp,quantile
21,2023-05-08,0.85,29.51314222,2023-05-08,7 day ahead inc hosp,quantile
21,2023-05-08,0.9,32.62116007,2023-05-08,7 day ahead inc hosp,quantile
21,2023-05-08,0.95,37.40130649,2023-05-08,7 day ahead inc hosp,quantile
21,2023-05-08,0.975,46.21712062,2023-05-08,7 day ahead inc hosp,quantile
21,2023-05-08,0.99,59.98450123,2023-05-08,7 day ahead inc hosp,quantile
21,2023-05-09,0.01,6.094670419,2023-05-08,8 day ahead inc hosp,quantile
21,2023-05-09,0.025,7.453450199,2023-05-08,8 day ahead inc hosp,quantile
21,2023-05-09,0.05,9.131446062,2023-05-08,8 day ahead inc hosp,quantile
21,2023-05-09,0.1,11.18463394,2023-05-08,8 day ahead inc hosp,quantile
21,2023-05-09,0.15,12.54967779,2023-05-08,8 day ahead inc hosp,quantile
21,2023-05-09,0.2,14.14317095,2023-05-08,8 day ahead inc hosp,quantile
21,2023-05-09,0.25,15.60076254,2023-05-08,8 day ahead inc hosp,quantile
21,2023-05-09,0.3,16.9066303,2023-05-08,8 day ahead inc hosp,quantile
21,2023-05-09,0.35,17.80496213,2023-05-08,8 day ahead inc hosp,quantile
21,2023-05-09,0.4,18.74068074,2023-05-08,8 day ahead inc hosp,quantile
21,2023-05-09,0.45,19.78212722,2023-05-08,8 day ahead inc hosp,quantile
21,2023-05-09,0.5,20.7752043,2023-05-08,8 day ahead inc hosp,quantile
21,2023-05-09,0.55,21.77509999,2023-05-08,8 day ahead inc hosp,quantile
21,2023-05-09,0.6,23.06603684,2023-05-08,8 day ahead inc hosp,quantile
21,2023-05-09,0.65,23.90048879,2023-05-08,8 day ahead inc hosp,quantile
21,2023-05-09,0.7,25.28920297,2023-05-08,8 day ahead inc hosp,quantile
21,2023-05-09,0.75,26.64117135,2023-05-08,8 day ahead inc hosp,quantile
21,2023-05-09,0.8,28.62252937,2023-05-08,8 day ahead inc hosp,quantile
21,2023-05-09,0.85,30.21368411,2023-05-08,8 day ahead inc hosp,quantile
21,2023-05-09,0.9,33.08104459,2023-05-08,8 day ahead inc hosp,quantile
21,2023-05-09,0.95,39.15001706,2023-05-08,8 day ahead inc hosp,quantile
21,2023-05-09,0.975,46.09887016,2023-05-08,8 day ahead inc hosp,quantile
21,2023-05-09,0.99,61.55900583,2023-05-08,8 day ahead inc hosp,quantile
21,2023-05-10,0.01,5.74355926,2023-05-08,9 day ahead inc hosp,quantile
21,2023-05-10,0.025,7.432423089,2023-05-08,9 day ahead inc hosp,quantile
21,2023-05-10,0.05,8.714667083,2023-05-08,9 day ahead inc hosp,quantile
21,2023-05-10,0.1,10.55450464,2023-05-08,9 day ahead inc hosp,quantile
21,2023-05-10,0.15,12.40403614,2023-05-08,9 day ahead inc hosp,quantile
21,2023-05-10,0.2,13.87943074,2023-05-08,9 day ahead inc hosp,quantile
21,2023-05-10,0.25,15.42810025,2023-05-08,9 day ahead inc hosp,quantile
21,2023-05-10,0.3,16.65092372,2023-05-08,9 day ahead inc hosp,quantile
21,2023-05-10,0.35,17.58241863,2023-05-08,9 day ahead inc hosp,quantile
21,2023-05-10,0.4,18.52140974,2023-05-08,9 day ahead inc hosp,quantile
21,2023-05-10,0.45,19.51937327,2023-05-08,9 day ahead inc hosp,quantile
21,2023-05-10,0.5,20.96382869,2023-05-08,9 day ahead inc hosp,quantile
21,2023-05-10,0.55,21.83193194,2023-05-08,9 day ahead inc hosp,quantile
21,2023-05-10,0.6,22.96511849,2023-05-08,9 day ahead inc hosp,quantile
21,2023-05-10,0.65,24.25776579,2023-05-08,9 day ahead inc hosp,quantile
21,2023-05-10,0.7,25.76349061,2023-05-08,9 day ahead inc hosp,quantile
21,2023-05-10,0.75,27.33380603,2023-05-08,9 day ahead inc hosp,quantile
21,2023-05-10,0.8,28.73608789,2023-05-08,9 day ahead inc hosp,quantile
21,2023-05-10,0.85,30.39192756,2023-05-08,9 day ahead inc hosp,quantile
21,2023-05-10,0.9,33.2267385,2023-05-08,9 day ahead inc hosp,quantile
21,2023-05-10,0.95,41.29769964,2023-05-08,9 day ahead inc hosp,quantile
21,2023-05-10,0.975,46.3384645,2023-05-08,9 day ahead inc hosp,quantile
21,2023-05-10,0.99,61.91377784,2023-05-08,9 day ahead inc hosp,quantile
21,2023-05-11,0.01,5.283835425,2023-05-08,10 day ahead inc hosp,quantile
21,2023-05-11,0.025,6.815294438,2023-05-08,10 day ahead inc hosp,quantile
21,2023-05-11,0.05,8.402734908,2023-05-08,10 day ahead inc hosp,quantile
21,2023-05-11,0.1,10.14596311,2023-05-08,10 day ahead inc hosp,quantile
21,2023-05-11,0.15,12.30135923,2023-05-08,10 day ahead inc hosp,quantile
21,2023-05-11,0.2,13.79834641,2023-05-08,10 day ahead inc hosp,quantile
21,2023-05-11,0.25,15.17431736,2023-05-08,10 day ahead inc hosp,quantile
21,2023-05-11,0.3,16.29000978,2023-05-08,10 day ahead inc hosp,quantile
21,2023-05-11,0.35,17.41048929,2023-05-08,10 day ahead inc hosp,quantile
21,2023-05-11,0.4,18.26609362,2023-05-08,10 day ahead inc hosp,quantile
21,2023-05-11,0.45,19.38347813,2023-05-08,10 day ahead inc hosp,quantile
21,2023-05-11,0.5,20.74761314,2023-05-08,10 day ahead inc hosp,quantile
21,2023-05-11,0.55,21.86926642,2023-05-08,10 day ahead inc hosp,quantile
21,2023-05-11,0.6,23.19505693,2023-05-08,10 day ahead inc hosp,quantile
21,2023-05-11,0.65,24.42829817,2023-05-08,10 day ahead inc hosp,quantile
21,2023-05-11,0.7,26.03011708,2023-05-08,10 day ahead inc hosp,quantile
21,2023-05-11,0.75,27.31688503,2023-05-08,10 day ahead inc hosp,quantile
21,2023-05-11,0.8,29.14707074,2023-05-08,10 day ahead inc hosp,quantile
21,2023-05-11,0.85,30.97325991,2023-05-08,10 day ahead inc hosp,quantile
21,2023-05-11,0.9,34.11724611,2023-05-08,10 day ahead inc hosp,quantile
21,2023-05-11,0.95,41.59424116,2023-05-08,10 day ahead inc hosp,quantile
21,2023-05-11,0.975,50.56510804,2023-05-08,10 day ahead inc hosp,quantile
21,2023-05-11,0.99,58.07965653,2023-05-08,10 day ahead inc hosp,quantile
21,2023-05-12,0.01,4.688222909,2023-05-08,11 day ahead inc hosp,quantile
21,2023-05-12,0.025,6.498243698,2023-05-08,11 day ahead inc hosp,quantile
21,2023-05-12,0.05,7.672695089,2023-05-08,11 day ahead inc hosp,quantile
21,2023-05-12,0.1,9.755330485,2023-05-08,11 day ahead inc hosp,quantile
21,2023-05-12,0.15,12.24052651,2023-05-08,11 day ahead inc hosp,quantile
21,2023-05-12,0.2,13.69277988,2023-05-08,11 day ahead inc hosp,quantile
21,2023-05-12,0.25,14.96506458,2023-05-08,11 day ahead inc hosp,quantile
21,2023-05-12,0.3,16.0217276,2023-05-08,11 day ahead inc hosp,quantile
21,2023-05-12,0.35,17.06115848,2023-05-08,11 day ahead inc hosp,quantile
21,2023-05-12,0.4,18.23332325,2023-05-08,11 day ahead inc hosp,quantile
21,2023-05-12,0.45,19.37365198,2023-05-08,11 day ahead inc hosp,quantile
21,2023-05-12,0.5,20.2755209,2023-05-08,11 day ahead inc hosp,quantile
21,2023-05-12,0.55,21.63887729,2023-05-08,11 day ahead inc hosp,quantile
21,2023-05-12,0.6,23.35105104,2023-05-08,11 day ahead inc hosp,quantile
21,2023-05-12,0.65,24.88740797,2023-05-08,11 day ahead inc hosp,quantile
21,2023-05-12,0.7,26.1187103,2023-05-08,11 day ahead inc hosp,quantile
21,2023-05-12,0.75,27.57602113,2023-05-08,11 day ahead inc hosp,quantile
21,2023-05-12,0.8,29.6662822,2023-05-08,11 day ahead inc hosp,quantile
21,2023-05-12,0.85,31.98767887,2023-05-08,11 day ahead inc hosp,quantile
21,2023-05-12,0.9,35.24883087,2023-05-08,11 day ahead inc hosp,quantile
21,2023-05-12,0.95,43.00642946,2023-05-08,11 day ahead inc hosp,quantile
21,2023-05-12,0.975,51.89942667,2023-05-08,11 day ahead inc hosp,quantile
21,2023-05-12,0.99,62.84623097,2023-05-08,11 day ahead inc hosp,quantile
21,2023-05-13,0.01,4.19307946,2023-05-08,12 day ahead inc hosp,quantile
21,2023-05-13,0.025,5.875167353,2023-05-08,12 day ahead inc hosp,quantile
21,2023-05-13,0.05,7.313548518,2023-05-08,12 day ahead inc hosp,quantile
21,2023-05-13,0.1,9.080131554,2023-05-08,12 day ahead inc hosp,quantile
21,2023-05-13,0.15,11.32274482,2023-05-08,12 day ahead inc hosp,quantile
21,2023-05-13,0.2,13.30882396,2023-05-08,12 day ahead inc hosp,quantile
21,2023-05-13,0.25,14.53768071,2023-05-08,12 day ahead inc hosp,quantile
21,2023-05-13,0.3,15.74754263,2023-05-08,12 day ahead inc hosp,quantile
21,2023-05-13,0.35,16.70500999,2023-05-08,12 day ahead inc hosp,quantile
21,2023-05-13,0.4,18.22527015,2023-05-08,12 day ahead inc hosp,quantile
21,2023-05-13,0.45,19.37316697,2023-05-08,12 day ahead inc hosp,quantile
21,2023-05-13,0.5,20.57966478,2023-05-08,12 day ahead inc hosp,quantile
21,2023-05-13,0.55,21.94897652,2023-05-08,12 day ahead inc hosp,quantile
21,2023-05-13,0.6,23.83255391,2023-05-08,12 day ahead inc hosp,quantile
21,2023-05-13,0.65,25.24526879,2023-05-08,12 day ahead inc hosp,quantile
21,2023-05-13,0.7,26.57915086,2023-05-08,12 day ahead inc hosp,quantile
21,2023-05-13,0.75,28.2387381,2023-05-08,12 day ahead inc hosp,quantile
21,2023-05-13,0.8,30.06469892,2023-05-08,12 day ahead inc hosp,quantile
21,2023-05-13,0.85,33.41607222,2023-05-08,12 day ahead inc hosp,quantile
21,2023-05-13,0.9,36.69058146,2023-05-08,12 day ahead inc hosp,quantile
21,2023-05-13,0.95,43.89037681,2023-05-08,12 day ahead inc hosp,quantile
21,2023-05-13,0.975,54.60431112,2023-05-08,12 day ahead inc hosp,quantile
21,2023-05-13,0.99,70.37093615,2023-05-08,12 day ahead inc hosp,quantile
21,2023-05-14,0.01,3.785392066,2023-05-08,13 day ahead inc hosp,quantile
21,2023-05-14,0.025,5.233550553,2023-05-08,13 day ahead inc hosp,quantile
21,2023-05-14,0.05,6.955866392,2023-05-08,13 day ahead inc hosp,quantile
21,2023-05-14,0.1,9.028278108,2023-05-08,13 day ahead inc hosp,quantile
21,2023-05-14,0.15,11.13022357,2023-05-08,13 day ahead inc hosp,quantile
21,2023-05-14,0.2,12.58015433,2023-05-08,13 day ahead inc hosp,quantile
21,2023-05-14,0.25,13.98865376,2023-05-08,13 day ahead inc hosp,quantile
21,2023-05-14,0.3,15.81379132,2023-05-08,13 day ahead inc hosp,quantile
21,2023-05-14,0.35,16.7006448,2023-05-08,13 day ahead inc hosp,quantile
21,2023-05-14,0.4,18.19304862,2023-05-08,13 day ahead inc hosp,quantile
21,2023-05-14,0.45,19.5029074,2023-05-08,13 day ahead inc hosp,quantile
21,2023-05-14,0.5,20.77714382,2023-05-08,13 day ahead inc hosp,quantile
21,2023-05-14,0.55,22.43124224,2023-05-08,13 day ahead inc hosp,quantile
21,2023-05-14,0.6,24.03291092,2023-05-08,13 day ahead inc hosp,quantile
21,2023-05-14,0.65,25.42831799,2023-05-08,13 day ahead inc hosp,quantile
21,2023-05-14,0.7,27.01721485,2023-05-08,13 day ahead inc hosp,quantile
21,2023-05-14,0.75,28.80087665,2023-05-08,13 day ahead inc hosp,quantile
21,2023-05-14,0.8,31.16649589,2023-05-08,13 day ahead inc hosp,quantile
21,2023-05-14,0.85,34.19737024,2023-05-08,13 day ahead inc hosp,quantile
21,2023-05-14,0.9,38.0611052,2023-05-08,13 day ahead inc hosp,quantile
21,2023-05-14,0.95,45.67559933,2023-05-08,13 day ahead inc hosp,quantile
21,2023-05-14,0.975,53.68042352,2023-05-08,13 day ahead inc hosp,quantile
21,2023-05-14,0.99,77.85447827,2023-05-08,13 day ahead inc hosp,quantile
21,2023-05-15,0.01,3.572846398,2023-05-08,14 day ahead inc hosp,quantile
21,2023-05-15,0.025,5.024123799,2023-05-08,14 day ahead inc hosp,quantile
21,2023-05-15,0.05,6.257515124,2023-05-08,14 day ahead inc hosp,quantile
21,2023-05-15,0.1,8.634233127,2023-05-08,14 day ahead inc hosp,quantile
21,2023-05-15,0.15,10.69300676,2023-05-08,14 day ahead inc hosp,quantile
21,2023-05-15,0.2,12.05839475,2023-05-08,14 day ahead inc hosp,quantile
21,2023-05-15,0.25,13.6701256,2023-05-08,14 day ahead inc hosp,quantile
21,2023-05-15,0.3,15.12175387,2023-05-08,14 day ahead inc hosp,quantile
21,2023-05-15,0.35,16.72538798,2023-05-08,14 day ahead inc hosp,quantile
21,2023-05-15,0.4,18.19741389,2023-05-08,14 day ahead inc hosp,quantile
21,2023-05-15,0.45,19.49949392,2023-05-08,14 day ahead inc hosp,quantile
21,2023-05-15,0.5,21.2897914,2023-05-08,14 day ahead inc hosp,quantile
21,2023-05-15,0.55,22.6062769,2023-05-08,14 day ahead inc hosp,quantile
21,2023-05-15,0.6,24.03877292,2023-05-08,14 day ahead inc hosp,quantile
21,2023-05-15,0.65,25.32812275,2023-05-08,14 day ahead inc hosp,quantile
